##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-28-38_Noria.ttl
Number of Nodes : 214
Number of edges : 494
cumulative number of nodes : 214
degree_histogram : [0, 44, 31, 25, 31, 26, 9, 12, 7, 7, 7, 1, 5, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.010837611337808785
cumulative density : 0.010837611337808785
Average degree connectivity : {2: 2.0, 10: 4.5, 9: 4.396825396825397, 3: 4.226666666666667, 11: 2.0, 6: 5.222222222222222, 4: 7.080645161290323, 12: 5.066666666666666, 7: 3.1785714285714284, 15: 2.5166666666666666, 16: 1.9375, 1: 0.8636363636363636, 5: 5.007692307692308, 23: 1.7173913043478262, 17: 2.5294117647058822, 8: 4.053571428571429}
#### Subject, Object, predicate ####
ProductModel1,organization,{'label': 'productManufacturedBy', 'color': 'white'}
DNS01Eth0,LinkDNS01Core1,{'label': 'networkInterfaceConnects', 'color': 'white'}
DNS01Eth0,DNS01,{'label': 'networkInterfaceOf', 'color': 'white'}
DNS01Eth0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
LinkDNS01Core1,RouterCore1,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
LinkDNS01Core1,DNS01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
EventRecordWebSrvCPUAlarm,HighCPULoadPattern,{'label': 'Folio.owl#hasFailureMode', 'color': 'white'}
EventRecordWebSrvCPUAlarm,WebSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecordWebSrvCPUAlarm,Major,{'label': 'alarmSeverity', 'color': 'white'}
EventRecordWebSrvCPUAlarm,TroubleTicket20240420_002,{'label': 'alarmMitigatedBy', 'color': 'white'}
EventRecordWebSrvCPUAlarm,MonitoringAppModuleProd,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
FirewallDMZEth1,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
FirewallDMZEth1,FirewallDMZ,{'label': 'networkInterfaceOf', 'color': 'white'}
FirewallDMZEth1,LinkFirewallDMZInternet,{'label': 'networkInterfaceConnects', 'color': 'white'}
LocusRackB2,NetworkRoomDC1,{'label': 'bot#containsZone', 'color': 'white'}
NetworkRoomDC1,bot#DataCenterParis,{'label': 'bot#hasSpace', 'color': 'white'}
TTNote20240420_002_2,TroubleTicket20240420_002,{'label': 'isPartOf', 'color': 'white'}
TTNote20240420_002_2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TTNote20240420_002_2,CorrectiveAction,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TTNote20240420_002_2,JaneSmith,{'label': 'creator', 'color': 'white'}
TTNote20240420_002_2,EventRecordWebSrvRestart,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
DNSFailoverProcedure,PreCondDNSPrimaryDown,{'label': 'operationPlanPreCondition', 'color': 'white'}
DNSFailoverProcedure,PostCondDNSServiceRestored,{'label': 'operationPlanPostCondition', 'color': 'white'}
vCenterServer,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
vCenterServer,virtual-machine,{'label': 'resourceType', 'color': 'white'}
vCenterServer,VirtualizationPlatform,{'label': 'resourceForApplication', 'color': 'white'}
vCenterServer,org#ITOperationsDept,{'label': 'resourceManagedBy', 'color': 'white'}
FirewallDMZ,org#SecurityTeam,{'label': 'resourceManagedBy', 'color': 'white'}
FirewallDMZ,firewall,{'label': 'resourceType', 'color': 'white'}
FirewallDMZ,192.168.2.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
FirewallDMZ,ProductModelPaloAltoFW,{'label': 'resourceProductModel', 'color': 'white'}
FirewallDMZ,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
FirewallDMZ,LocusRackB2,{'label': 'locatedAtLocus', 'color': 'white'}
ERPAppModuleProd,ERPApp,{'label': 'applicationModuleOf', 'color': 'white'}
ERPAppModuleProd,org#ApplicationSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ERPAppModuleProd,JaneSmith,{'label': 'applicationModuleSupportLeader', 'color': 'white'}
ERPAppModuleProd,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ERPAppModuleProd,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
EventRecordDBError,MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecordDBError,DBServer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecordDBError,Major,{'label': 'alarmSeverity', 'color': 'white'}
VirtualizationPlatform,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
VirtualizationPlatform,infrastructure,{'label': 'applicationType', 'color': 'white'}
org#NetworkTeam,phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
org#NetworkTeam,JohnDoe,{'label': 'org#member', 'color': 'white'}
org#NetworkTeam,JaneSmith,{'label': 'org#member', 'color': 'white'}
JaneSmith,email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith,mailto:jane.smith@example.com,{'label': 'mbox', 'color': 'white'}
JaneSmith,ERPAppModuleProd,{'label': 'agentManagesResource', 'color': 'white'}
VPNService,FirewallDMZ,{'label': 'subSystemOf', 'color': 'white'}
VPNService,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
org#ApplicationSupportTeam,ticketing-system,{'label': 'agentPreferredContactMethod', 'color': 'white'}
WebSrv01Eth0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
WebSrv01Eth0,WebSrv01,{'label': 'networkInterfaceOf', 'color': 'white'}
WebSrv01Eth0,LinkWebSrv01Core1,{'label': 'networkInterfaceConnects', 'color': 'white'}
RouterCore1,LocusRackB2,{'label': 'locatedAtLocus', 'color': 'white'}
RouterCore1,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
RouterCore1,ProductModelCiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
RouterCore1,router,{'label': 'resourceType', 'color': 'white'}
RouterCore1,172.16.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
RouterCore1,org#NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
EventRecordDNSFailure,Critical,{'label': 'alarmSeverity', 'color': 'white'}
EventRecordDNSFailure,DNS01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecordDNSFailure,MonitoringAppModuleProd,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecordDNSFailure,DNSFailoverProcedure,{'label': 'alarmProposedRepairAction', 'color': 'white'}
DBServer01,org#ApplicationSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
DBServer01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
DBServer01,server,{'label': 'resourceType', 'color': 'white'}
DBServer01,ERPApp,{'label': 'resourceForApplication', 'color': 'white'}
DBServer01,ProductModelDellR740,{'label': 'resourceProductModel', 'color': 'white'}
DBServer01,LocusRackA1,{'label': 'locatedAtLocus', 'color': 'white'}
ProductModelVMwareESXi,org#SoftwareVendor,{'label': 'productManufacturedBy', 'color': 'white'}
Hypervisor01,192.168.1.20,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Hypervisor01,org#ITOperationsDept,{'label': 'resourceManagedBy', 'color': 'white'}
Hypervisor01,LocusRackA1,{'label': 'locatedAtLocus', 'color': 'white'}
Hypervisor01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Hypervisor01,vCenterServer,{'label': 'clusterController', 'color': 'white'}
Hypervisor01,hypervisor,{'label': 'resourceType', 'color': 'white'}
Hypervisor01,ProductModelDellR740,{'label': 'resourceProductModel', 'color': 'white'}
DBServer01Eth0,DBServer01,{'label': 'networkInterfaceOf', 'color': 'white'}
DBServer01Eth0,LinkDB01Core1,{'label': 'networkInterfaceConnects', 'color': 'white'}
DBServer01Eth0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
ProductModelPaloAltoFW,org#HardwareVendor,{'label': 'productManufacturedBy', 'color': 'white'}
NetworkDiagramPDF,TroubleTicket20240420_001,{'label': 'isPartOf', 'color': 'white'}
NetworkDiagramPDF,ChangeRequest20240419_001,{'label': 'isPartOf', 'color': 'white'}
ProductModelDellR740,org#HardwareVendor,{'label': 'productManufacturedBy', 'color': 'white'}
LocusRackA1,ServerRoomDC1,{'label': 'bot#containsZone', 'color': 'white'}
ServerRoomDC1,bot#DataCenterParis,{'label': 'bot#hasSpace', 'color': 'white'}
EventRecordFreezeStart,Informational,{'label': 'alarmSeverity', 'color': 'white'}
FirewallDMZEth0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
FirewallDMZEth0,LinkCore1FirewallDMZ,{'label': 'networkInterfaceConnects', 'color': 'white'}
FirewallDMZEth0,FirewallDMZ,{'label': 'networkInterfaceOf', 'color': 'white'}
LinkFirewallDMZInternet,FirewallDMZ,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
ProductModelCiscoNexus9K,org#HardwareVendor,{'label': 'productManufacturedBy', 'color': 'white'}
InternetAccessService,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
InternetAccessService,RouterCore1,{'label': 'subSystemOf', 'color': 'white'}
InternetAccessService,FirewallDMZ,{'label': 'subSystemOf', 'color': 'white'}
RouterCore1Gi0_0_0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
RouterCore1Gi0_0_0,LinkDNS01Core1,{'label': 'networkInterfaceConnects', 'color': 'white'}
RouterCore1Gi0_0_0,RouterCore1,{'label': 'networkInterfaceOf', 'color': 'white'}
TTNote20240420_001_2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TTNote20240420_001_2,EventRecordDNSFailoverAction,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TTNote20240420_001_2,TroubleTicket20240420_001,{'label': 'isPartOf', 'color': 'white'}
TTNote20240420_001_2,TestsAndMeasurements,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TTNote20240420_001_2,JohnDoe,{'label': 'creator', 'color': 'white'}
EmailServiceApp,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
EmailServiceApp,business-critical,{'label': 'applicationType', 'color': 'white'}
ScreenshotERPError,TroubleTicket20240420_002,{'label': 'isPartOf', 'color': 'white'}
LoadBalancer01Eth0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
LoadBalancer01Eth0,LinkLB01Core1,{'label': 'networkInterfaceConnects', 'color': 'white'}
LoadBalancer01Eth0,LoadBalancer01,{'label': 'networkInterfaceOf', 'color': 'white'}
ChangeRequest20240501_003,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest20240501_003,FirewallDMZ,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest20240501_003,org#SecurityTeam,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
ChangeRequest20240501_003,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest20240501_003,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest20240501_003,NetworkExtension,{'label': 'changeRequestChangeCause', 'color': 'white'}
org#SecurityTeam,alert-system,{'label': 'agentPreferredContactMethod', 'color': 'white'}
EventRecordLBHealthCheckFail,MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecordLBHealthCheckFail,Warning,{'label': 'alarmSeverity', 'color': 'white'}
EventRecordLBHealthCheckFail,LoadBalancer01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
CUidJohnDoe,JohnDoe,{'label': 'holdsAccount', 'color': 'white'}
TTNote20240420_002_1,SystemUser1,{'label': 'creator', 'color': 'white'}
TTNote20240420_002_1,Customer,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TTNote20240420_002_1,TroubleTicket20240420_002,{'label': 'isPartOf', 'color': 'white'}
TTNote20240420_002_1,InwardCustomerComments,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
EventRecordFirewallBlockedTraffic,FirewallDMZ,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecordFirewallBlockedTraffic,MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecordFirewallBlockedTraffic,Warning,{'label': 'alarmSeverity', 'color': 'white'}
CustomerSupport,phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CorporateEmailService,EmailServiceAppModuleProd,{'label': 'subSystemOf', 'color': 'white'}
CorporateEmailService,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
EmailServiceAppModuleProd,EmailServiceApp,{'label': 'applicationModuleOf', 'color': 'white'}
EmailServiceAppModuleProd,org#ITOperationsDept,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
EmailServiceAppModuleProd,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
LinkWebSrv01Core1,WebSrv01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
LinkWebSrv01Core1,RouterCore1,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
EventRecordRouterConfigApplied,Informational,{'label': 'alarmSeverity', 'color': 'white'}
EventRecordRouterConfigApplied,RouterCore1,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecordRouterConfigApplied,RouterConfigUpdate,{'label': 'usedProcedure', 'color': 'white'}
EventRecordRouterConfigApplied,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
LinkDB01Core1,RouterCore1,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
LinkDB01Core1,DBServer01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
EventRecordFreezeEnd,Informational,{'label': 'alarmSeverity', 'color': 'white'}
RouterConfigUpdate,PreCondRouterAccessOK,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterConfigUpdate,PostCondRouterConfigApplied,{'label': 'operationPlanPostCondition', 'color': 'white'}
#### NODES #### :161
['WebSrv01', 'ERPApp', 'RouterCore1Gi0_0_1', 'LinkCore1FirewallDMZ', 'EventRecordDNSFailoverAction', 'DNS01', 'TroubleTicket20240420_001', 'JohnDoe', 'MonitoringAppModuleProd', 'MonitoringPlatform', 'LinkLB01Core1', 'LoadBalancer01', 'TTNote20240420_001_1', 'Internal', 'CorpDNSAppModuleProd', 'CorpDNSApp', 'TroubleTicket20240420_002', 'EventRecordWebSrvRestart', 'TroubleTicket20240420_003', 'Customer', 'org#ITOperationsDept', 'ChangeRequest20240419_001', 'InternalIntervention', 'ChangeRequest20240425_002', 'SoftwareUpgrade', 'EventRecordRouterConfigChange', 'InternalDNSResolutionService', 'DNS01Eth0', 'LinkDNS01Core1', 'EventRecordWebSrvCPUAlarm', 'HighCPULoadPattern', 'Scheduled', 'FirewallDMZEth1', 'up', 'Failure', 'LocusRackB2', 'NetworkRoomDC1', 'TTNote20240420_002_2', 'DNSFailoverProcedure', 'PreCondDNSPrimaryDown', 'vCenterServer', 'InProduction', 'FirewallDMZ', 'ERPAppModuleProd', 'EventRecordDBError', 'mailto:john.doe@example.com', 'Platinum', 'ContractApplicationHostingServices', 'ResourceFacingService', 'VirtualizationPlatform', 'high', 'Critical', 'org#NetworkTeam', 'phone', 'JaneSmith', 'email', 'load-balancer', 'VPNService', 'org#ApplicationSupportTeam', 'Assistance', 'WebSrv01Eth0', 'RouterCore1', 'Affected Business Unit', 'Finance Department', 'virtual-machine', 'PostCondDNSServiceRestored', 'EventRecordDNSFailure', 'DBServer01', 'ProductModelVMwareESXi', 'org#SoftwareVendor', 'Hypervisor01', '192.168.1.20', 'DBServer01Eth0', 'mailto:jane.smith@example.com', 'ProductModelPaloAltoFW', 'org#HardwareVendor', 'CorrectiveAction', 'New', 'NetworkDiagramPDF', 'Escalation to L3', 'ProductModelDellR740', 'ImmediateIntervention', 'LocusRackA1', 'ServerRoomDC1', 'EventRecordFreezeStart', 'Informational', 'FirewallDMZEth0', 'LinkFirewallDMZInternet', 'ProductModelCiscoNexus9K', 'InternetAccessService', 'CustomerFacingService', '2024-04-20T09:02:00+00:00', 'Ticket initially assigned to Network Team.', 'RouterCore1Gi0_0_0', 'server', 'TTNote20240420_001_2', 'EmailServiceApp', 'ScreenshotERPError', 'User', 'LoadBalancer01Eth0', 'Major', 'Silver', 'ChangeRequest20240501_003', 'infrastructure', 'TotalBreakdown', 'org#SecurityTeam', 'alert-system', 'DowngradingEquipment', 'EventRecordLBHealthCheckFail', 'CUidJohnDoe', 'Impacted Customer Count', 'Standard', 'TTNote20240420_002_1', 'SystemUser1', 'P1', 'router', 'Initial Assignment', 'EventRecordFirewallBlockedTraffic', 'CustomerSupport', 'CorporateEmailService', 'EmailServiceAppModuleProd', '50', '172.16.0.1', 'LinkWebSrv01Core1', 'NetworkInterfaceMaintenance', 'EventRecordRouterConfigApplied', 'LinkDB01Core1', 'ticketing-system', 'Warning', 'Supervision', 'running', 'Number of customers affected by the DNS outage.', 'EventRecordFreezeEnd', 'firewall', 'PreventativeMaintenance', '192.168.2.1', 'ManagedBackboneNetworks', 'InProgress', 'The business unit most affected by the ERP performance degradation.', 'Escalated to L3 Network Engineer John Doe.', 'business-critical', 'DeferredIntervention', '2024-04-20T09:30:00+00:00', 'critical', 'bot#DataCenterParis', 'RouterConfigUpdate', '192.168.1.10', 'hypervisor', 'DatabaseUpgradeProcedure', 'CorruptedService', 'PreCondRouterAccessOK', 'TestsAndMeasurements', 'Closed', 'Gold', 'InterruptedService', 'Diagnosis', '10.0.0.100', 'PostCondRouterConfigApplied', 'P2', 'NetworkExtension', 'InwardCustomerComments']
##################################################

##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-15-35_Noria.ttl
Number of Nodes : 139
Number of edges : 276
cumulative number of nodes : 966
degree_histogram : [0, 44, 15, 30, 12, 7, 4, 5, 2, 4, 4, 2, 5, 2, 1, 1, 0, 1]
number of self loop : 2
####  KPIs ####
DiGraph density : 0.014388489208633094
cumulative density : 0.07881916279629494
Average degree connectivity : {3: 3.611111111111111, 4: 5.0, 15: 3.933333333333333, 12: 3.183333333333333, 17: 3.6470588235294117, 2: 1.2333333333333334, 1: 1.6590909090909092, 7: 3.914285714285714, 10: 1.35, 6: 4.875, 5: 7.257142857142857, 13: 2.3846153846153846, 11: 2.590909090909091, 9: 3.2777777777777777, 8: 1.6875, 14: 2.0714285714285716}
#### Subject, Object, predicate ####
ProductModel_DellR740,organization,{'label': 'productManufacturedBy', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Application_CorporateDB,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,EventRecord_TT004_StatusChange_Resolved,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Resource_DBServer01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,ServerFailure,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Resolved,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,ServerTeam,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,Agent_ServerTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_DB_DiskFull_TT004,EventRecord_DB_DiskFull_Log,{'label': 'troubleTicketTrigger', 'color': 'white'}
EventRecord_TT001_StatusChange_InProgress,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_TT001_StatusChange_InProgress,Warning,{'label': 'alarmSeverity', 'color': 'white'}
Application_MonitoringSystem,monitoring-system,{'label': 'applicationType', 'color': 'white'}
Application_MonitoringSystem,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_MonitoringSystem,Agent_ServerTeam,{'label': 'elementManagedBy', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Application_CorporateDNS,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,EventRecord_TT001_StatusChange_InProgress,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Agent_ServerTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,EventRecord_DNS_Down_Log,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,EventRecord_TT001_StatusChange_Resolved,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Resource_DNS01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,ServerFailure,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,ServerTeam,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Resolved,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_DNS_Outage_TT001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
ProductModel_JuniperMX480,organization,{'label': 'productManufacturedBy', 'color': 'white'}
NetworkLink_ISP_B_Link,NetworkInterface_Edge01_Ge0_0_1,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkInterface_Edge01_Ge0_0_1,Down,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface_Edge01_Ge0_0_1,Resource_Router_Edge01,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface_Edge01_Ge0_0_1,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,Agent_ServerTeam,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,Application_CorporateWebsite,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,Agent_AliceJohnson,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule_CorporateWebsite_Prod,Agent_AppDevTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
EventRecord_Interface_Down_Log,Major,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord_Interface_Down_Log,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_Interface_Down_Log,Resource_Router_Edge01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
TroubleTicketNote_ISP_B_Note1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_ISP_B_Note1,Agent_JohnDoe,{'label': 'creator', 'color': 'white'}
TroubleTicketNote_ISP_B_Note1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_ISP_B_Note1,TroubleTicket_ISP_B_Link_TT002,{'label': 'isPartOf', 'color': 'white'}
Resource_Switch_Core01,Switch,{'label': 'resourceType', 'color': 'white'}
Resource_Switch_Core01,172.16.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_Switch_Core01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_Switch_Core01,Locus_Rack_N1_B2,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_Switch_Core01,ProductModel_CiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_Switch_Core01,Agent_NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,NetworkTeam,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,EventRecord_Interface_Down_Log,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,NetworkOutage,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Service_InternetAccess,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Agent_NetworkTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Resource_Router_Edge01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_ISP_B_Link_TT002,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
Application_CorporateDNS,Agent_NetworkTeam,{'label': 'elementManagedBy', 'color': 'white'}
Application_CorporateDNS,infrastructure,{'label': 'applicationType', 'color': 'white'}
Application_CorporateDNS,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
TroubleTicketNote_DB_Note2,Resolution,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_DB_Note2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_DB_Note2,Agent_JaneSmith,{'label': 'creator', 'color': 'white'}
TroubleTicketNote_DB_Note2,TroubleTicketNote_DB_Note2,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TroubleTicketNote_DB_Note2,TroubleTicket_DB_DiskFull_TT004,{'label': 'isPartOf', 'color': 'white'}
ApplicationModule_MonitoringSystem_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule_MonitoringSystem_Prod,Application_MonitoringSystem,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule_MonitoringSystem_Prod,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ApplicationModule_MonitoringSystem_Prod,Agent_ServerTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule_MonitoringSystem_Prod,Agent_JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
Resource_Firewall_DMZ01,10.0.1.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_Firewall_DMZ01,ProductModel_CiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_Firewall_DMZ01,Agent_NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_Firewall_DMZ01,Locus_Rack_R1_A1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_Firewall_DMZ01,Firewall,{'label': 'resourceType', 'color': 'white'}
Resource_Firewall_DMZ01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
